pilot_id,season,round_number,race_date,event_timezone,event_name,country,location,event_slug,season_slug,archive_url,archive_system,event_format,has_sprint,regime,is_pilot,catalog_source_url,selection_reason
2025-bhr,2025,4,2025-04-13,+03:00,Bahrain Grand Prix,Bahrain,Sakhir,Bahrain%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Bahrain%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-sau,2025,5,2025-04-20,+03:00,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,Saudi%20Arabian%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Saudi%20Arabian%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-mia,2025,6,2025-05-04,-04:00,Miami Grand Prix,United States,Miami Gardens,Miami%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Miami%20Grand%20Prix/season/season-2025-2071,document_archive,sprint_qualifying,True,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-emi,2025,7,2025-05-18,+02:00,Emilia Romagna Grand Prix,Italy,Imola,Emilia%20Romagna%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Emilia%20Romagna%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-mco,2025,8,2025-05-25,+02:00,Monaco Grand Prix,Monaco,Monaco,Monaco%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Monaco%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-esp,2025,9,2025-06-01,+02:00,Spanish Grand Prix,Spain,Barcelona,Spanish%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Spanish%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-can,2025,10,2025-06-15,-04:00,Canadian Grand Prix,Canada,Montréal,Canadian%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Canadian%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-aut,2025,11,2025-06-29,+02:00,Austrian Grand Prix,Austria,Spielberg,Austrian%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Austrian%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,True,https://github.com/theOehrly/Fast-F1,Feasibility pilot event retained in the full study catalog.
2025-gbr,2025,12,2025-07-06,+01:00,British Grand Prix,United Kingdom,Silverstone,British%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/British%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-bel,2025,13,2025-07-27,+02:00,Belgian Grand Prix,Belgium,Spa-Francorchamps,Belgian%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Belgian%20Grand%20Prix/season/season-2025-2071,document_archive,sprint_qualifying,True,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-hun,2025,14,2025-08-03,+02:00,Hungarian Grand Prix,Hungary,Budapest,Hungarian%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Hungarian%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-ned,2025,15,2025-08-31,+02:00,Dutch Grand Prix,Netherlands,Zandvoort,Dutch%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Dutch%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-ita,2025,16,2025-09-07,+02:00,Italian Grand Prix,Italy,Monza,Italian%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Italian%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-aze,2025,17,2025-09-21,+04:00,Azerbaijan Grand Prix,Azerbaijan,Baku,Azerbaijan%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Azerbaijan%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-sgp,2025,18,2025-10-05,+08:00,Singapore Grand Prix,Singapore,Marina Bay,Singapore%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Singapore%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-usa,2025,19,2025-10-19,-05:00,United States Grand Prix,United States,Austin,United%20States%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/United%20States%20Grand%20Prix/season/season-2025-2071,document_archive,sprint_qualifying,True,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-mex,2025,20,2025-10-26,-06:00,Mexico City Grand Prix,Mexico,Mexico City,Mexico%20City%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Mexico%20City%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-sao,2025,21,2025-11-09,-03:00,São Paulo Grand Prix,Brazil,São Paulo,S%C3%A3o%20Paulo%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/S%C3%A3o%20Paulo%20Grand%20Prix/season/season-2025-2071,document_archive,sprint_qualifying,True,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-lvs,2025,22,2025-11-22,-08:00,Las Vegas Grand Prix,United States,Las Vegas,Las%20Vegas%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Las%20Vegas%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-qat,2025,23,2025-11-30,+03:00,Qatar Grand Prix,Qatar,Lusail,Qatar%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Qatar%20Grand%20Prix/season/season-2025-2071,document_archive,sprint_qualifying,True,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
2025-abu,2025,24,2025-12-07,+04:00,Abu Dhabi Grand Prix,United Arab Emirates,Yas Island,Abu%20Dhabi%20Grand%20Prix,season-2025-2071,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Abu%20Dhabi%20Grand%20Prix/season/season-2025-2071,document_archive,conventional,False,public_driving_and_penalty_guidelines,False,https://github.com/theOehrly/Fast-F1,Completed Race/Sprint event in the predefined 2018-2025 population.
