referral_episode_id,event_id,session_type,first_timestamp,last_timestamp,car_numbers,car_count,location,incident_family,incident_lap_explicit,message_lap_min,message_lap_max,process_statuses,terminal_status,message_count,messages_json,episode_review_status,linked_to_primary_adjudication
referral-04911fbad66e4e0b,2019-ita,Race,2019-09-08 06:26:59-07:00,2019-09-08 06:26:59-07:00,20|23,2,Turn 5,other,,10,10,noted,noted,1,"[""TURN 5 INCIDENT INVOLVING CARS 23 (ALB) AND 20 (MAG) NOTED""]",algorithmic_pending_human_validation,True
referral-79b569d7bd9d4202,2019-ita,Race,2019-09-08 06:29:52-07:00,2019-09-08 06:29:52-07:00,5,1,,other,,12,12,sanction_announced,sanction_announced,1,"[""10 SECOND STOP/GO PENALTY FOR CAR 5 (VET) - RETURNING TO THE TRACK IN AN UNSAFE MANNER""]",algorithmic_pending_human_validation,False
referral-07f7371ed96e6d1c,2019-ita,Race,2019-09-08 06:30:58-07:00,2019-09-08 06:39:57-07:00,7,1,,other,,13,19,investigation|sanction_announced,sanction_announced,2,"[""INCIDENT INVOLVING CAR 7 (RAI) UNDER INVESTIGATION - STARTING THE RACE ON INCORRECT TYRES"", ""10 SECOND STOP/GO PENALTY FOR CAR 7 (RAI) - STARTING THE RACE ON INCORRECT TYRES""]",algorithmic_pending_human_validation,False
referral-5cc4d3d41b466877,2019-ita,Race,2019-09-08 06:33:26-07:00,2019-09-08 06:33:26-07:00,18,1,,unsafe_rejoin,,15,15,sanction_announced,sanction_announced,1,"[""DRIVE THROUGH PENALTY FOR CAR 18 (STR) - REJOINING THE TRACK IN AN UNSAFE MANNER""]",algorithmic_pending_human_validation,True
referral-e5cd2e45c2175268,2019-ita,Race,2019-09-08 06:37:57-07:00,2019-09-08 06:37:57-07:00,23,1,,gaining_advantage_off_track,,18,18,sanction_announced,sanction_announced,1,"[""5 SECOND TIME PENALTY FOR CAR 23 (ALB) - LEAVING THE TRACK AND GAINING A LASTING ADVANTAGE""]",algorithmic_pending_human_validation,False
referral-95392091b21d77d1,2019-ita,Race,2019-09-08 07:05:15-07:00,2019-09-08 07:06:19-07:00,16,1,Turn 2,other,,37,37,noted|no_investigation,no_investigation,2,"[""TURN 2 INCIDENT INVOLVING CAR 16 (LEC) NOTED - MISSING THE APEX"", ""TURN 2 INCIDENT INVOLVING CAR 16 (LEC) NOTED - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-49ee8e9260b62f73,2019-ita,Race,2019-09-08 07:11:05-07:00,2019-09-08 07:11:05-07:00,55,1,,unsafe_release,,41,41,post_session_investigation,post_session_investigation,1,"[""CAR 55 (SAI) BEING RELEASED IN AN UNSAFE CONDITION WILL BE INVESTIGATED AFTER THE RACE""]",algorithmic_pending_human_validation,False
referral-f400bd65ec68bae4,2019-jpn,Race,2019-10-12 22:16:16-07:00,2019-10-12 22:23:55-07:00,16|33,2,Turn 2,causing_collision,1.0,2,7,no_investigation|investigation,no_investigation,2,"[""TURN 2 INCIDENT INVOLVING CARS 16 (LEC) AND 33 (VER) NOTED - NO INVESTIGATION NECESSARY"", ""LAP 1, TURN 2 INCIDENT INVOLVING CARS 16 (LEC) AND 33 (VER) NOW UNDER INVESTIGATION - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-88b1032ae694787d,2019-jpn,Race,2019-10-12 22:22:17-07:00,2019-10-12 22:22:17-07:00,4|23,2,Turn 16,other,,6,6,noted,noted,1,"[""TURN 16 INCIDENT INVOLVING CARS 4 (NOR) AND 23 (ALB) NOTED""]",algorithmic_pending_human_validation,False
referral-961f56b5cd7e1f84,2019-jpn,Race,2019-10-12 22:27:11-07:00,2019-10-12 22:33:58-07:00,5,1,,other,,9,13,investigation|no_further_action,no_further_action,2,"[""INCIDENT INVOLVING CAR 5 (VET) UNDER INVESTIGATION - FALSE START"", ""INCIDENT INVOLVING AN ALLEGED FALSE START FOR CAR 5 (VET) - NO FURTHER ACTION""]",algorithmic_pending_human_validation,False
referral-95cd7c0953a2a452,2019-jpn,Race,2019-10-12 22:42:49-07:00,2019-10-12 22:42:49-07:00,16|33,2,Turn 2,other,1.0,19,19,post_session_investigation,post_session_investigation,1,"[""LAP 1, TURN 2 INCIDENT INVOLVING CARS 16 (LEC) AND 33 (VER) WILL BE INVESTIGATED AFTER THE RACE""]",algorithmic_pending_human_validation,False
referral-b5162d9676f39f3b,2019-jpn,Race,2019-10-12 22:47:36-07:00,2019-10-12 22:47:36-07:00,4|23,2,Turn 16,other,,22,22,no_further_action,no_further_action,1,"[""TURN 16 INCIDENT INVOLVING CARS 4 (NOR) AND 23 (ALB) - NO FURTHER ACTION ""]",algorithmic_pending_human_validation,False
referral-a5288224a70f7a28,2019-jpn,Race,2019-10-12 23:39:43-07:00,2019-10-12 23:39:43-07:00,10|11,2,Turn 2,causing_collision,,53,53,investigation,investigation,1,"[""TURN 2 INCIDENT INVOLVING CARS 10 (GAS) AND 11 (PER) UNDER INVESTIGATION - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-4e2abcb5ef563b60,2019-mco,Race,2019-05-26 06:15:00-07:00,2019-05-26 06:15:00-07:00,,0,Turn 1,gaining_advantage_off_track,,2,2,noted,noted,1,"[""TURN 1 INCIDENT NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE""]",algorithmic_pending_human_validation,False
referral-f2e37161bfd2e67c,2019-mco,Race,2019-05-26 06:16:41-07:00,2019-05-26 06:16:41-07:00,,0,Turn 1,other,,3,3,no_investigation,no_investigation,1,"[""TURN 1 INCIDENT ON LAP 1 - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-bd4145f8009548d4,2019-mco,Race,2019-05-26 06:35:58-07:00,2019-05-26 06:43:38-07:00,33|77,2,,unsafe_release,,16,22,investigation|sanction_announced,sanction_announced,2,"[""INCIDENT INVOLVING CARS 33 (VER) AND 77 (BOT) UNDER INVESTIGATION - UNSAFE RELEASE"", ""5 SECOND TIME PENALTY FOR CAR 33 (VER) - UNSAFE RELEASE""]",algorithmic_pending_human_validation,False
referral-3c7899a89e98a80f,2019-mco,Race,2019-05-26 06:39:08-07:00,2019-05-26 06:48:10-07:00,88|99,2,Turn 18,causing_collision,,19,26,investigation|sanction_announced,sanction_announced,2,"[""TURN 18 INCIDENT INVOLVING CARS 88 (KUB) AND 99 (GIO) UNDER INVESTIGATION - CAUSING A COLLISION"", ""10 SECOND TIME PENALTY FOR CAR 99 (GIO) - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-5c15d8e3515220c2,2019-mco,Race,2019-05-26 07:06:40-07:00,2019-05-26 07:16:23-07:00,18,1,Turn 10,gaining_advantage_off_track,,40,48,noted|sanction_announced,sanction_announced,2,"[""TURN 10 INCIDENT INVOLVING CAR 18 (STR) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE"", ""5 SECOND TIME PENALTY FOR CAR 18 (STR) - LEAVING THE TRACK AND GAINING AN ADVANTAGE""]",algorithmic_pending_human_validation,True
referral-c8502783a05c9b4d,2019-mco,Race,2019-05-26 07:25:51-07:00,2019-05-26 07:40:24-07:00,11|20,2,Turn 10,gaining_advantage_off_track,,55,66,noted|post_session_investigation,post_session_investigation,2,"[""TURN 10 INCIDENT INVOLVING CARS 20 (MAG) AND 11 (PER) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE"", ""TURN 10 INCIDENT INVOLVING CARS 11 (PER) AND 20 (MAG) WILL BE INVESTIGATED AFTER THE RACE""]",algorithmic_pending_human_validation,True
referral-9e1247333bc78c67,2019-mco,Race,2019-05-26 07:47:20-07:00,2019-05-26 07:49:50-07:00,8,1,Pit Lane,other,,72,74,noted|sanction_announced,sanction_announced,2,"[""INCIDENT INVOLVING CAR 8 (GRO) NOTED - CROSSING THE LINE AT PIT EXIT ON LEAVING THE PITS"", ""5 SECOND TIME PENALTY FOR CAR 8 (GRO) - CROSSING THE LINE AT PIT EXIT""]",algorithmic_pending_human_validation,False
referral-b74647f09839c78e,2019-mco,Race,2019-05-26 07:55:04-07:00,2019-05-26 07:55:04-07:00,33|44,2,Turn 10,other,,78,78,investigation,investigation,1,"[""TURN 10 INCIDENT INVOLVING CARS 44 (HAM) AND 33 (VER) UNDER INVESTIGATION""]",algorithmic_pending_human_validation,True
referral-6ff3f05f152a6a84,2019-mex,Race,2019-10-27 12:17:37-07:00,2019-10-27 12:23:38-07:00,5|33|44,3,Turn 2,other,,3,8,noted|no_investigation,no_investigation,3,"[""TURN 2 INCIDENT INVOLVING CARS 5 (VET) AND 44 (HAM) NOTED"", ""TURN 2 INCIDENT INVOLVING CARS 33 (VER) AND 44 (HAM) NOTED"", ""TURN 2 INCIDENT INVOLVING CARS 33 (VER) AND 44 (HAM) - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-6ec130a7faae9b50,2019-mex,Race,2019-10-27 12:22:50-07:00,2019-10-27 12:22:50-07:00,5|44,2,Turn 1,other,,7,7,no_investigation,no_investigation,1,"[""TURN 1 INCIDENT INVOLVING CARS 5 (VET) AND 44 (HAM) - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-683b61c46bbee8ec,2019-mex,Race,2019-10-27 12:33:38-07:00,2019-10-27 12:43:43-07:00,4,1,Pit Lane,other,,15,23,noted|investigation|post_session_investigation,post_session_investigation,3,"[""PIT LANE INCIDENT INVOLVING CAR 4 (NOR) NOTED - PIT RELEASE IN UNSAFE CONDITION"", ""PIT LANE INCIDENT INVOLVING CAR 4 (NOR) UNDER INVESTIGATION - PIT RELEASE IN UNSAFE CONDITION"", ""PIT LANE INCIDENT INCIDENT INVOLVING CAR 4 (NOR) WILL BE INVESTIGATED AFTER THE RACE""]",algorithmic_pending_human_validation,False
referral-c38a24cf29375af8,2019-mex,Race,2019-10-27 12:45:06-07:00,2019-10-27 12:45:06-07:00,99,1,Pit Lane,other,,24,24,noted,noted,1,"[""PIT LANE INCIDENT INVOLVING CAR 99 (GIO) NOTED""]",algorithmic_pending_human_validation,False
referral-c3c66912473f50d1,2019-mex,Race,2019-10-27 12:46:29-07:00,2019-10-27 12:49:27-07:00,20|33,2,Turn 4,other,,25,27,noted|no_investigation,no_investigation,2,"[""TURN 4 INCIDENT INVOLVING CARS 33 (VER) AND 20 (MAG) NOTED"", ""TURN 4 INCIDENT INVOLVING CARS 20 (MAG) AND 33 (VER) - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-a8eb53b97643c4a2,2019-mex,Race,2019-10-27 13:37:44-07:00,2019-10-27 13:37:44-07:00,3|11,2,Turn 1,other,,62,62,no_investigation,no_investigation,1,"[""TURN 1 INCIDENT INVOLVING CARS 3 (RIC) AND 11 (PER) NOTED - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-06be9444b527f8ae,2019-mex,Race,2019-10-27 13:51:52-07:00,2019-10-27 13:51:52-07:00,26|27,2,Turn 16,other,,71,71,investigation,investigation,1,"[""TURN 16 INCIDENT INVOLVING CARS 27 (HUL) AND 26 (KVY) UNDER INVESTIGATION""]",algorithmic_pending_human_validation,True
referral-935d3d3d111d1d5c,2019-mex,Race,2019-10-27 13:56:25-07:00,2019-10-27 13:56:25-07:00,26,1,,causing_collision,,71,71,sanction_announced,sanction_announced,1,"[""10 SECOND TIME PENALTY FOR CAR 26 (KVY) - CAUSING A COLLISION""]",algorithmic_pending_human_validation,False
referral-a5afee2a637f2470,2019-rus,Race,2019-09-29 04:20:15-07:00,2019-09-29 04:22:54-07:00,3|8|99,3,Turn 4,other,,3,5,noted|no_investigation,no_investigation,2,"[""TURN 4 INCIDENT INVOLVING CARS 3 (RIC), 99 (GIO) AND 8 (GRO) NOTED"", ""TURN 4 INCIDENT INVOLVING CARS 3 (RIC),99 (GIO)  AND 8 (GRO) - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-0e007ae32a35abd1,2019-rus,Race,2019-09-29 04:23:53-07:00,2019-09-29 04:29:42-07:00,7,1,,other,,5,9,investigation|sanction_announced,sanction_announced,2,"[""INCIDENT INVOLVING CAR 7 (RAI) UNDER INVESTIGATION - FALSE START"", ""DRIVE THROUGH PENALTY FOR CAR 7 (RAI) - FALSE START""]",algorithmic_pending_human_validation,False
referral-71c127df5541638e,2019-rus,Race,2019-09-29 04:29:19-07:00,2019-09-29 04:29:19-07:00,23,1,Turn 2,other,,9,9,noted,noted,1,"[""CAR 23 (ALB) MISSED THE APEX OF TURN 2 NOTED - NO LASTING ADVANTAGE GAINED""]",algorithmic_pending_human_validation,False
referral-af34e2af68bd050e,2019-rus,Race,2019-09-29 04:50:21-07:00,2019-09-29 04:50:21-07:00,27|99,2,Turn 2,other,,21,21,noted,noted,1,"[""TURN 2 INCIDENT INVOLVING CARS 27 (HUL) AND 99 (GIO) NOTED""]",algorithmic_pending_human_validation,False
referral-31cd15b7c9045a4e,2019-rus,Race,2019-09-29 05:17:11-07:00,2019-09-29 05:19:20-07:00,18|27,2,Turn 4,other,,35,36,noted|no_investigation,no_investigation,2,"[""TURN 4 INCIDENT INVOLVING CARS 27 (HUL) AND 18 (STR) NOTED "", ""TURN 4 INCIDENT INVOLVING CARS 27 (HUL) AND 18 (STR) - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-57fb8d6ad1e417c8,2019-rus,Race,2019-09-29 05:17:43-07:00,2019-09-29 05:20:15-07:00,26,1,Turn 2,other,,35,37,noted|no_investigation,no_investigation,2,"[""TURN 2 INCIDENT INVOLVING CAR 26 (KVY) NOTED"", ""TURN 2 INCIDENT INVOLVING CAR 26 (KVY) - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-24a16a9cbfe3b108,2019-rus,Race,2019-09-29 05:33:20-07:00,2019-09-29 05:35:31-07:00,20,1,Turn 2,track_limits,,45,46,noted|sanction_announced,sanction_announced,2,"[""TURN 2 INCIDENT INVOLVING CAR 20 (MAG) NOTED"", ""5 SECOND TIME PENALTY FOR CAR 20 (MAG) - LEAVING THE TRACK AT TURN 2""]",algorithmic_pending_human_validation,False
referral-9bdfaf17943e497d,2019-sgp,Race,2019-09-22 05:15:33-07:00,2019-09-22 05:29:52-07:00,8,1,Turn 1,other,1.0,2,9,noted|no_investigation,no_investigation,2,"[""TURN 1 INCIDENT INVOLVING CAR 8 (GRO) NOTED"", ""LAP 1, TURN 1 INCIDENT INVOLVING CAR 8 (GRO) - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-f9b1803598cb0ff8,2019-sgp,Race,2019-09-22 05:17:19-07:00,2019-09-22 05:26:05-07:00,27|55,2,Turn 5,other,1.0,2,7,noted|no_further_action,no_further_action,2,"[""LAP 1, TURN 5 INCIDENT INVOLVING CARS 27 (HUL) AND 55 (SAI) NOTED"", ""TURN 5 INCIDENT INVOLVING CARS 27 (HUL) AND 55 (SAI) - NO FURTHER ACTION ""]",algorithmic_pending_human_validation,True
referral-a5f53b0a634e484d,2019-sgp,Race,2019-09-22 06:08:31-07:00,2019-09-22 06:09:20-07:00,5|10,2,Turn 7,other,,31,31,noted|no_investigation,no_investigation,2,"[""TURN 7 INCIDENT INVOLVING CARS 5 (VET) AND 10 (GAS) NOTED"", ""TURN 7 INCIDENT INVOLVING CARS 5 (VET) AND 10 (GAS) - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-bb9fda4176baefe5,2019-sgp,Race,2019-09-22 06:15:18-07:00,2019-09-22 06:15:18-07:00,3|99,2,Turn 7,other,,34,34,noted,noted,1,"[""TURN 7 INCIDENT INVOLVING CARS 3 (RIC) AND 99 (GIO) NOTED""]",algorithmic_pending_human_validation,False
referral-5fdbc018f02e34db,2019-sgp,Race,2019-09-22 06:31:32-07:00,2019-09-22 06:35:32-07:00,8|63,2,Turn 8,other,,41,43,noted|investigation|post_session_investigation,post_session_investigation,3,"[""TURN 8 INCIDENT INVOLVING CARS 8 (GRO) AND 63 (RUS) NOTED"", ""TURN 8 INCIDENT INVOLVING CARS 8 (GRO) AND 63 (RUS) UNDER INVESTIGATION"", ""TURN 8 INCIDENT INVOLVING CARS 8 (GRO) AND 63 (RUS) WILL BE INVESTIGATED AFTER THE RACE""]",algorithmic_pending_human_validation,True
referral-0f5e54c647f5bf60,2019-sgp,Race,2019-09-22 06:32:41-07:00,2019-09-22 06:32:41-07:00,3|99,2,Turn 7,other,,42,42,no_investigation,no_investigation,1,"[""TURN 7 INCIDENT INVOLVING CARS 3 (RIC) AND 99 (GIO) - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-5c57406ea91e2a3c,2019-sgp,Race,2019-09-22 06:34:33-07:00,2019-09-22 06:34:33-07:00,99,1,Turn 8,other,,43,43,post_session_investigation,post_session_investigation,1,"[""TURN 8 INCIDENT INVOLVING CAR 99 (GIO) WILL BE INVESTIGATED AFTER THE RACE""]",algorithmic_pending_human_validation,False
referral-ab30fc15c6ead7d4,2019-sgp,Race,2019-09-22 06:55:44-07:00,2019-09-22 06:55:44-07:00,7|26,2,Turn 1,other,,52,52,post_session_investigation,post_session_investigation,1,"[""TURN 1 INCIDENT INVOLVING CARS 7 (RAI) AND 26 (KVY) WILL BE INVESTIGATED AFTER THE RACE""]",algorithmic_pending_human_validation,True
referral-693d171ad0182cef,2019-usa,Race,2019-11-03 11:15:30-08:00,2019-11-03 11:18:42-08:00,23|55,2,Turn 1,other,,2,4,noted|investigation|no_further_action,no_further_action,3,"[""TURN 1 INCIDENT INVOLVING CARS 55 (SAI) AND 23 (ALB) NOTED"", ""TURN 1 INCIDENT INVOLVING CARS 55 (SAI) AND 23 (ALB) UNDER INVESTIGATION"", ""TURN 1 INCIDENT INVOLVING CARS 55 (SAI) AND 23 (ALB) - NO FURTHER ACTION ""]",algorithmic_pending_human_validation,True
referral-a346166d6e20bf24,2019-usa,Race,2019-11-03 12:29:25-08:00,2019-11-03 12:29:48-08:00,7|27,2,Turn 15,gaining_advantage_off_track,,46,46,noted|no_investigation,no_investigation,2,"[""TURN 15 INCIDENT INVOLVING CARS 27 (HUL) AND 7 (RAI) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE"", ""TURN 15 INCIDENT INVOLVING CARS 27 (HUL) AND 7 (RAI) - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-b7b1c1628ee7b46b,2019-usa,Race,2019-11-03 12:48:16-08:00,2019-11-03 12:53:53-08:00,11|26,2,Turn 12,causing_collision,,56,56,noted|sanction_announced,sanction_announced,2,"[""TURN 12 INCIDENT INVOLVING CARS 11 (PER) AND 26 (KVY) NOTED - CAUSING A COLLISION"", ""5 SECOND TIME PENALTY FOR CAR 26 (KVY) - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-bde315d87c5c4d6c,2019-usa,Race,2019-11-03 12:50:01-08:00,2019-11-03 12:50:01-08:00,11,1,Turn 15,causing_collision,,56,56,investigation,investigation,1,"[""TURN 15 INCIDENT INVOLVING CAR 11 (PER) UNDER INVESTIGATION - CAUSING A COLLISION""]",algorithmic_pending_human_validation,False
referral-ab2d73fb32c23519,2020-70a,Race,2020-08-09 06:42:32-07:00,2020-08-09 06:54:04-07:00,6|8|20,3,Turn 15,other,,20,27,noted|investigation|sanction_announced,sanction_announced,4,"[""TURN 15 INCIDENT INVOLVING CARS 20 (MAG) AND 8 (GRO) NOTED"", ""CORRECTION: TURN 15 INCIDENT INVOLVING CARS 20 (MAG) AND 6 (LAT) NOTED"", ""TURN 15 INCIDENT INVOLVING CARS 20 (MAG) AND 6 (LAT) UNDER INVESTIGATION"", ""5 SECOND TIME PENALTY FOR CAR 20 (MAG) - INCIDENT AT TURN 15""]",algorithmic_pending_human_validation,True
referral-533a77551b8c7efd,2020-abu,Race,2020-12-13 05:43:40-08:00,2020-12-13 05:43:40-08:00,55,1,Pit Lane,other,,16,16,investigation,investigation,1,"[""PIT LANE INCIDENT INVOLVING CAR 55 (SAI) UNDER INVESTIGATION - DRIVING UNNECESSARILY SLOWLY""]",algorithmic_pending_human_validation,False
referral-26e3aef34fb773de,2020-abu,Race,2020-12-13 06:01:29-08:00,2020-12-13 06:01:29-08:00,55,1,Pit Lane,other,,27,27,post_session_investigation,post_session_investigation,1,"[""PIT LANE INCIDENT INVOLVING CAR 55 (SAI) WILL BE INVESTIGATED AFTER THE RACE""]",algorithmic_pending_human_validation,False
referral-f1cbb337589beaa9,2020-aut,Race,2020-07-05 06:14:17-07:00,2020-07-05 06:14:17-07:00,,0,Turn 1,track_limits,,2,2,no_investigation,no_investigation,1,"[""LAP 1, TURN 1 - TRACK LIMITS, NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-13e774a5dafe35b2,2020-aut,Race,2020-07-05 06:51:58-07:00,2020-07-05 06:54:53-07:00,4|11,2,Pit Lane,other,,31,34,noted|no_investigation,no_investigation,2,"[""PIT LANE INCIDENT INVOLVING CARS 11 (PER) AND 4 (NOR) NOTED"", ""PIT LANE INCIDENT INVOLVING CARS 11 (PER) AND 4 (NOR) NOTED - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-8c79971bda395860,2020-aut,Race,2020-07-05 06:52:38-07:00,2020-07-05 06:54:03-07:00,5|55,2,Turn 3,other,,32,33,noted|no_investigation,no_investigation,2,"[""TURN 3 INCIDENT INVOLVING CARS 5 (VET) AND 55 (SAI) NOTED"", ""TURN 3 INCIDENT INVOLVING CARS 5 (VET) AND 55 (SAI) - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-4f2acd9877c92ee0,2020-aut,Race,2020-07-05 07:33:00-07:00,2020-07-05 07:37:14-07:00,23|44,2,Turn 4,causing_collision,,62,66,noted|investigation|sanction_announced,sanction_announced,3,"[""TURN 4 INCIDENT INVOLVING CARS 44 (HAM) AND 23 (ALB) NOTED"", ""TURN 4 INCIDENT INVOLVING CARS 23 (ALB) AND 44 (HAM) UNDER INVESTIGATION - CAUSING A COLLISION"", ""5 SECOND TIME PENALTY FOR CAR 44 (HAM) - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-4424e79d12f505cb,2020-aut,Race,2020-07-05 07:38:53-07:00,2020-07-05 07:38:53-07:00,7,1,,other,,67,67,post_session_investigation,post_session_investigation,1,"[""PIT STOP INCIDENT INVOLVING CAR 7 (RAI) WILL BE INVESTIGATED AFTER THE RACE""]",algorithmic_pending_human_validation,False
referral-54db0c188fcb9c5e,2020-aut,Race,2020-07-05 07:39:44-07:00,2020-07-05 07:39:44-07:00,11,1,Pit Lane,other,,68,68,sanction_announced,sanction_announced,1,"[""5 SECOND TIME PENALTY FOR CAR 11 (PER) - SPEEDING IN THE PIT LANE""]",algorithmic_pending_human_validation,False
referral-7c83aab5d756d019,2020-bhr,Race,2020-11-29 06:34:21-08:00,2020-11-29 06:34:21-08:00,,0,,other,,2,2,sanction_announced,sanction_announced,1,"[""A 10 MINUTE WARNING WILL BE GIVEN PRIOR TO THE RACE RESUMPTION""]",algorithmic_pending_human_validation,False
referral-c369b6c3f1ce4353,2020-bhr,Race,2020-11-29 07:55:55-08:00,2020-11-29 08:00:06-08:00,16|18|26,3,Turn 8,causing_collision,,10,13,investigation|sanction_announced,sanction_announced,3,"[""TURN 8 INCIDENT INVOLVING CARS 26 (KVY) AND 16 (LEC) UNDER INVESTIGATION - CAUSING A COLLISION"", ""CORRECTION: TURN 8 INCIDENT INVOLVING CARS 26 (KVY) AND 18 (STR) UNDER INVESTIGATION - CAUSING A COLLISION"", ""10 SECOND TIME PENALTY FOR CAR 26 (KVY) - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-d43f9181d63eae4a,2020-eif,Race,2020-10-11 05:23:41-07:00,2020-10-11 05:24:17-07:00,3|16,2,Turn 1,track_limits,,7,8,noted|no_investigation,no_investigation,2,"[""TURN 1 INCIDENT INVOLVING CARS 3 (RIC) AND 16 (LEC) NOTED - LEAVING THE TRACK"", ""TURN 1 INCIDENT INVOLVING CARS 3 (RIC) AND 16 (LEC) - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-9d11f86984796490,2020-eif,Race,2020-10-11 05:34:58-07:00,2020-10-11 05:44:14-07:00,7|63,2,Turn 1,causing_collision,,15,20,investigation|sanction_announced,sanction_announced,2,"[""TURN 1 INCIDENT INVOLVING CARS 7 (RAI) AND 63 (RUS)  UNDER INVESTIGATION - CAUSING A COLLISION"", ""10 SECOND TIME PENALTY FOR CAR 7 (RAI) - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-2b30f84b57227347,2020-eif,Race,2020-10-11 05:43:51-07:00,2020-10-11 05:48:51-07:00,23|26,2,Turn 14,causing_collision,,20,23,investigation|sanction_announced,sanction_announced,2,"[""TURN 14 INCIDENT INVOLVING CARS 23 (ALB) AND 26 (KVY) UNDER INVESTIGATION - CAUSING A COLLISION"", ""5 SECOND TIME PENALTY FOR CAR 23 (ALB) - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-51eae8a65f6f76bb,2020-eif,Race,2020-10-11 06:44:08-07:00,2020-10-11 06:44:08-07:00,5|20,2,Turn 1,other,,57,57,no_investigation,no_investigation,1,"[""TURN 1 INCIDENT INVOLVING CARS 5 (VET) AND 20 (MAG) NOTED - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-d4b42208d21c7a44,2020-emi,Race,2020-11-01 04:17:31-08:00,2020-11-01 04:32:29-08:00,5|20,2,Turn 7,causing_collision,1.0,4,15,noted|investigation|no_further_action,no_further_action,3,"[""LAP1, TURN 7 INCIDENT INVOLVING CARS 5 (VET) AND 20 (MAG) NOTED"", ""LAP 1,TURN 7 INCIDENT INVOLVING CARS 5 (VET) AND 20 (MAG) UNDER INVESTIGATION - CAUSING A COLLISION"", ""TURN 7 INCIDENT INVOLVING CARS 5 (VET) AND 20 (MAG) - NO FURTHER ACTION ""]",algorithmic_pending_human_validation,True
referral-29c07a4e57229f14,2020-emi,Race,2020-11-01 05:37:15-08:00,2020-11-01 05:39:25-08:00,6|8,2,Turn 4,other,,60,62,noted|no_investigation,no_investigation,2,"[""TURN 4 INCIDENT INVOLVING CARS 6 (LAT) AND 8 (GRO) NOTED"", ""TURN 4 INCIDENT INVOLVING CARS 6 (LAT) AND 8 (GRO) - NO INVESTIGATION NECESSARY""]",algorithmic_pending_human_validation,False
referral-8a968f6407780cb0,2020-emi,Race,2020-11-01 05:42:35-08:00,2020-11-01 05:42:35-08:00,8,1,,track_limits,,63,63,sanction_announced,sanction_announced,1,"[""5 SECOND TIME PENALTY FOR CAR 8 (GRO) - TRACK LIMITS""]",algorithmic_pending_human_validation,False
referral-cabb6cf84daa63d5,2020-esp,Race,2020-08-16 07:23:37-07:00,2020-08-16 07:27:14-07:00,11,1,,blue_flags,,51,53,investigation|sanction_announced,sanction_announced,2,"[""INCIDENT INVOLVING CAR 11 (PER) UNDER INVESTIGATION - IGNORING BLUE FLAGS"", ""5 SECOND TIME PENALTY FOR CAR 11 (PER) - IGNORING BLUE FLAGS""]",algorithmic_pending_human_validation,False
referral-59a185f895d478ab,2020-esp,Race,2020-08-16 07:27:55-07:00,2020-08-16 07:30:36-07:00,26,1,,blue_flags,,54,56,investigation|sanction_announced,sanction_announced,2,"[""INCIDENT INVOLVING CAR 26 (KVY) UNDER INVESTIGATION - IGNORING BLUE FLAGS"", ""5 SECOND TIME PENALTY FOR CAR 26 (KVY) - IGNORING BLUE FLAGS""]",algorithmic_pending_human_validation,False
