referral_episode_id,event_id,session_type,first_timestamp,last_timestamp,car_numbers,car_count,location,incident_family,incident_lap_explicit,message_lap_min,message_lap_max,process_statuses,terminal_status,message_count,messages_json,episode_review_status,linked_to_primary_adjudication
referral-e4ef4a3b4bc9873c,2023-qat,Race,2023-10-08 11:30:57-07:00,2023-10-08 11:36:29-07:00,11,1,,track_limits,,57,57,noted|investigation|sanction_announced,sanction_announced,3,"[""INCIDENT INVOLVING CAR 11 (PER) NOTED - TRACK LIMITS"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) UNDER INVESTIGATION - TRACK LIMITS"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 11 (PER) - TRACK LIMITS""]",algorithmic_pending_human_validation,False
referral-50ed2c378523739f,2023-qat,Sprint,2023-10-07 10:54:14-07:00,2023-10-07 10:54:14-07:00,11|27|31,3,Turn 2,causing_collision,,12,12,noted,noted,1,"[""TURN 2 INCIDENT INVOLVING CARS 11 (PER), 27 (HUL) AND 31 (OCO) NOTED - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-4bdc2a25b2186f46,2023-qat,Sprint,2023-10-07 11:12:37-07:00,2023-10-07 11:12:37-07:00,,0,,track_limits,,19,19,investigation,investigation,1,"[""TRACK LIMIT INFRINGEMENTS ARE STILL UNDER INVESTIGATION""]",algorithmic_pending_human_validation,False
referral-8b48ff99e3c17db0,2023-qat,Sprint,2023-10-07 11:17:50-07:00,2023-10-07 11:17:50-07:00,18,1,,track_limits,,19,19,noted,noted,1,"[""INCIDENT INVOLVING CAR 18 (STR) NOTED - TRACK LIMITS""]",algorithmic_pending_human_validation,False
referral-a9e531554c77fe45,2023-qat,Sprint,2023-10-07 11:17:54-07:00,2023-10-07 11:17:54-07:00,16,1,,track_limits,,19,19,noted,noted,1,"[""INCIDENT INVOLVING CAR 16 (LEC) NOTED - TRACK LIMITS""]",algorithmic_pending_human_validation,False
referral-4d3d181d84159cb7,2023-sao,Race,2023-11-05 09:24:57-08:00,2023-11-05 09:24:57-08:00,20|23,2,Turn 1,causing_collision,1.0,3,3,noted,noted,1,"[""LAP 1 TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 20 (MAG) NOTED - CAUSING A COLLISION""]",algorithmic_pending_human_validation,False
referral-0864f81e2b50cfdb,2023-sau,Race,2023-03-19 10:04:28-07:00,2023-03-19 10:06:05-07:00,14,1,,other,,1,2,noted|investigation|sanction_announced,sanction_announced,3,"[""INCIDENT INVOLVING CAR 14 (ALO) NOTED - INCORRECT STARTING LOCATION"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 14 (ALO) UNDER INVESTIGATION - INCORRECT STARTING LOCATION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 14 (ALO) - INCORRECT STARTING LOCATION""]",algorithmic_pending_human_validation,False
referral-27d5e43640e21fe2,2023-sau,Race,2023-03-19 10:15:21-07:00,2023-03-19 10:15:38-07:00,44,1,,other,,8,8,noted|investigation,investigation,2,"[""START STRAIGHT INCIDENT INVOLVING CAR 44 (HAM) NOTED - WEAVING ON STRAIGHT"", ""FIA STEWARDS: START STRAIGHT INCIDENT INVOLVING CAR 44 (HAM) UNDER INVESTIGATION - WEAVING ON STRAIGHT""]",algorithmic_pending_human_validation,False
referral-fa2550249310951b,2023-sau,Race,2023-03-19 11:38:13-07:00,2023-03-19 11:45:07-07:00,14,1,Pit Lane,other,,50,50,sanction_announced|investigation,sanction_announced,3,"[""PIT LANE INCIDENT INVOLVING CAR 14 (ALO) NOTED - SERVING PENALTY INCORRECTLY "", ""FIA STEWARDS: PIT LANE INCIDENT INVOLVING CAR 14 (ALO) UNDER INVESTIGATION - SERVING PENALTY INCORRECTLY "", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 14 (ALO) - SERVING PENALTY INCORRECTLY ""]",algorithmic_pending_human_validation,False
referral-1075fb12db423121,2023-sgp,Race,2023-09-17 05:08:46-07:00,2023-09-17 05:08:46-07:00,44,1,Turn 2,gaining_advantage_off_track,,3,3,noted,noted,1,"[""TURN 2 INCIDENT INVOLVING CAR 44 (HAM) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE""]",algorithmic_pending_human_validation,False
referral-d24562e1a9e4390e,2023-sgp,Race,2023-09-17 05:39:51-07:00,2023-09-17 05:43:50-07:00,14,1,Pit Lane,other,,21,23,noted|investigation|sanction_announced,sanction_announced,3,"[""INCIDENT INVOLVING CAR 14 (ALO) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT ENTRY"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 14 (ALO) UNDER INVESTIGATION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT ENTRY"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 14 (ALO) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT ENTRY""]",algorithmic_pending_human_validation,False
referral-13e0cacce3ffc1b5,2023-sgp,Race,2023-09-17 06:05:41-07:00,2023-09-17 06:05:41-07:00,10|20,2,Turn 7,forcing_off_track,,36,36,noted,noted,1,"[""TURN 7 INCIDENT INVOLVING CARS 10 (GAS) AND 20 (MAG) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK""]",algorithmic_pending_human_validation,False
referral-be7acc0c4505d888,2023-sgp,Race,2023-09-17 06:29:59-07:00,2023-09-17 06:31:48-07:00,11|23,2,Pit Lane,other,,50,51,noted|post_session_investigation,post_session_investigation,2,"[""PIT EXIT INCIDENT INVOLVING CARS 11 (PER) AND 23 (ALB) NOTED - VSC INFRINGEMENT"", ""FIA STEWARDS: PIT EXIT INCIDENT INVOLVING CARS 11 (PER) AND 23 (ALB) WILL BE INVESTIGATED AFTER THE RACE - VSC INFRINGEMENT""]",algorithmic_pending_human_validation,False
referral-fa5877ac295331e9,2023-sgp,Race,2023-09-17 06:45:13-07:00,2023-09-17 06:45:38-07:00,11|23,2,Turn 13,causing_collision,,59,60,noted|post_session_investigation,post_session_investigation,2,"[""TURN 13 INCIDENT INVOLVING CARS 11 (PER) AND 23 (ALB) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 13 INCIDENT INVOLVING CARS 11 (PER) AND 23 (ALB) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-67c611eaaa213bcf,2023-sgp,Race,2023-09-17 06:48:42-07:00,2023-09-17 06:48:42-07:00,11|40,2,Turn 7,causing_collision,,61,61,noted,noted,1,"[""TURN 7 INCIDENT INVOLVING CARS 11 (PER) AND 40 (LAW) NOTED - CAUSING A COLLISION""]",algorithmic_pending_human_validation,False
referral-d65258319313233d,2023-usa,Race,2023-10-22 11:18:01-07:00,2023-10-22 11:18:01-07:00,18,1,Pit Lane,other,,1,1,noted,noted,1,"[""INCIDENT INVOLVING CAR 18 (STR) NOTED - NOT ENTERING PIT LANE""]",algorithmic_pending_human_validation,False
referral-f11ab5e1361bd95d,2023-usa,Race,2023-10-22 11:34:19-07:00,2023-10-22 11:34:19-07:00,18,1,Pit Lane,other,,1,1,post_session_investigation,post_session_investigation,1,"[""FIA STEWARDS: INCIDENT INVOLVING CAR 18 (STR) WILL BE INVESTIGATED AFTER THE RACE - NOT ENTERING PIT LANE""]",algorithmic_pending_human_validation,False
referral-db4b71e1e9621fb0,2023-usa,Race,2023-10-22 12:06:46-07:00,2023-10-22 12:06:46-07:00,63,1,Turn 1,gaining_advantage_off_track,,2,2,noted,noted,1,"[""TURN 1 INCIDENT INVOLVING CAR 63 (RUS) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE""]",algorithmic_pending_human_validation,False
referral-bb0cb2317c508b2b,2023-usa,Race,2023-10-22 12:25:08-07:00,2023-10-22 12:25:08-07:00,1|16,2,Turn 12,other,,13,13,noted,noted,1,"[""TURN 12 INCIDENT INVOLVING CARS 1 (VER) AND 16 (LEC) NOTED ""]",algorithmic_pending_human_validation,False
referral-a6aaa7fa2cdf6990,2023-usa,Race,2023-10-22 12:50:20-07:00,2023-10-22 13:00:07-07:00,2|18,2,Turn 12,other,,28,33,noted|investigation|no_further_action,no_further_action,3,"[""TURN 12 INCIDENT INVOLVING CARS 2 (SAR) AND 18 (STR) NOTED "", ""FIA STEWARDS: TURN 12 INCIDENT INVOLVING CARS 2 (SAR) AND 18 (STR) UNDER INVESTIGATION "", ""FIA STEWARDS: TURN 12 INCIDENT INVOLVING CARS 2 (SAR) AND 18 (STR) NO FURTHER ACTION ""]",algorithmic_pending_human_validation,True
referral-82d27651acf455c6,2023-usa,Race,2023-10-22 13:30:40-07:00,2023-10-22 13:34:10-07:00,23,1,,track_limits,,51,54,noted|investigation|sanction_announced|post_session_investigation,sanction_announced,5,"[""INCIDENT INVOLVING CAR 23 (ALB) NOTED - TRACK LIMITS"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) UNDER INVESTIGATION - TRACK LIMITS"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 23 (ALB) - TRACK LIMITS"", ""INCIDENT INVOLVING CAR 23 (ALB) NOTED - MULTIPLE TRACK LIMIT INFRINGEMENTS"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) WILL BE INVESTIGATED AFTER THE RACE - MULTIPLE TRACK LIMIT INFRINGEMENTS""]",algorithmic_pending_human_validation,False
referral-41aa9fc9c52b1081,2023-usa,Sprint,2023-10-21 15:09:26-07:00,2023-10-21 15:13:10-07:00,63|81,2,Turn 15,gaining_advantage_off_track,,4,6,noted|investigation|sanction_announced,sanction_announced,3,"[""TURN 15 INCIDENT INVOLVING CARS 63 (RUS) AND 81 (PIA) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE"", ""FIA STEWARDS: TURN 15 INCIDENT INVOLVING CARS 63 (RUS) AND 81 (PIA) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 63 (RUS) - LEAVING THE TRACK AND GAINING AN ADVANTAGE""]",algorithmic_pending_human_validation,True
referral-bb402d05433ecd0e,2023-usa,Sprint,2023-10-21 15:16:24-07:00,2023-10-21 15:21:54-07:00,23|81,2,Turn 1,gaining_advantage_off_track,,8,11,noted|investigation|no_further_action,no_further_action,3,"[""TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 81 (PIA) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 81 (PIA) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 81 (PIA) NO FURTHER ACTION - LEAVING THE TRACK AND GAINING AN ADVANTAGE""]",algorithmic_pending_human_validation,True
referral-514c03437a7f4166,2023-usa,Sprint,2023-10-21 15:25:34-07:00,2023-10-21 15:33:46-07:00,20|24,2,Turn 1,forcing_off_track,,14,19,noted|investigation|no_further_action,no_further_action,3,"[""TURN 1 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) NO FURTHER ACTION - FORCING ANOTHER DRIVER OFF THE TRACK""]",algorithmic_pending_human_validation,True
referral-8bf6626169dcd459,2023-usa,Sprint,2023-10-21 15:32:25-07:00,2023-10-21 15:34:15-07:00,20|24,2,Turn 15,gaining_advantage_off_track,,18,19,noted|investigation|sanction_announced,sanction_announced,3,"[""TURN 15 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE"", ""FIA STEWARDS: TURN 15 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 24 (ZHO) - LEAVING THE TRACK AND GAINING AN ADVANTAGE""]",algorithmic_pending_human_validation,True
referral-c3f957eaa876ced8,2024-abu,Race,2024-12-08 04:25:30-08:00,2024-12-08 04:32:42-08:00,20,1,,other,,1,1,noted|post_session_investigation,post_session_investigation,2,"[""INCIDENT INVOLVING CAR 20 (MAG) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 20 (MAG) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT""]",algorithmic_pending_human_validation,False
referral-77f98b44ca9910e1,2024-abu,Race,2024-12-08 05:04:16-08:00,2024-12-08 05:11:10-08:00,1|81,2,Turn 1,causing_collision,,1,5,noted|investigation|sanction_announced,sanction_announced,3,"[""TURN 1 INCIDENT INVOLVING CARS 1 (VER) AND 81 (PIA) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 1 (VER) AND 81 (PIA) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 1 (VER) - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-09e39de88467ad49,2024-abu,Race,2024-12-08 05:08:50-08:00,2024-12-08 05:11:57-08:00,11|77,2,Turn 7,causing_collision,,4,6,noted|investigation|sanction_announced,sanction_announced,3,"[""TURN 7 INCIDENT INVOLVING CARS 77 (BOT) AND 11 (PER) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 7 INCIDENT INVOLVING CARS 77 (BOT) AND 11 (PER) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 77 (BOT) - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-426530d3c0394fff,2024-abu,Race,2024-12-08 05:11:43-08:00,2024-12-08 05:16:42-08:00,43|81,2,Turn 6,causing_collision,,6,9,noted|investigation|sanction_announced,sanction_announced,3,"[""TURN 6 INCIDENT INVOLVING CARS 81 (PIA) AND 43 (COL) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 81 (PIA) AND 43 (COL) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 81 (PIA) - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-64e501bec1b0aeb9,2024-abu,Race,2024-12-08 05:18:19-08:00,2024-12-08 05:26:25-08:00,24,1,,other,,10,15,noted|investigation|sanction_announced,sanction_announced,3,"[""INCIDENT INVOLVING CAR 24 (ZHO) NOTED - FALSE START"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 24 (ZHO) UNDER INVESTIGATION - FALSE START"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 24 (ZHO) - FALSE START""]",algorithmic_pending_human_validation,False
referral-ff64d10d3709859c,2024-abu,Race,2024-12-08 05:21:23-08:00,2024-12-08 05:21:23-08:00,23,1,,other,,12,12,noted,noted,1,"[""INCIDENT INVOLVING CAR 23 (ALB) NOTED - FALSE START""]",algorithmic_pending_human_validation,False
referral-1516a1c64be232d6,2024-abu,Race,2024-12-08 05:43:08-08:00,2024-12-08 05:47:28-08:00,30,1,,other,,27,29,noted|investigation|sanction_announced,sanction_announced,3,"[""INCIDENT INVOLVING CAR 30 (LAW) NOTED - RELEASING IN UNSAFE CONDITION"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 30 (LAW) UNDER INVESTIGATION - RELEASING IN UNSAFE CONDITION"", ""FIA STEWARDS: 10 SECOND STOP/GO PENALTY FOR CAR 30 (LAW) - RELEASING IN UNSAFE CONDITION""]",algorithmic_pending_human_validation,False
referral-ab309720b3991aaa,2024-abu,Race,2024-12-08 05:51:14-08:00,2024-12-08 05:51:41-08:00,20|77,2,Turn 6,causing_collision,,32,32,noted|investigation,investigation,2,"[""TURN 6 INCIDENT INVOLVING CARS 20 (MAG) AND 77 (BOT) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 20 (MAG) AND 77 (BOT) UNDER INVESTIGATION - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-c76096bef9f89d36,2024-abu,Race,2024-12-08 06:11:06-08:00,2024-12-08 06:11:06-08:00,20|77,2,Turn 6,causing_collision,,46,46,post_session_investigation,post_session_investigation,1,"[""FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 20 (MAG) AND 77 (BOT) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION""]",algorithmic_pending_human_validation,False
referral-b0a3bd027199a935,2024-abu,Race,2024-12-08 06:30:43-08:00,2024-12-08 06:31:30-08:00,18,1,,track_limits,,58,58,noted|investigation|sanction_announced,sanction_announced,3,"[""INCIDENT INVOLVING CAR 18 (STR) NOTED - TRACK LIMITS"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 18 (STR) UNDER INVESTIGATION - TRACK LIMITS"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 18 (STR) - TRACK LIMITS""]",algorithmic_pending_human_validation,False
referral-397c758ddc7f17b4,2024-aus,Race,2024-03-23 22:03:56-07:00,2024-03-23 22:05:02-07:00,77,1,Pit Lane,other,,44,45,noted|post_session_investigation,post_session_investigation,2,"[""INCIDENT INVOLVING CAR 77 (BOT) NOTED - PIT LANE INFRINGEMENT"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 77 (BOT) WILL BE INVESTIGATED AFTER THE RACE - PIT LANE INFRINGEMENT""]",algorithmic_pending_human_validation,False
referral-303d408dbafbb99a,2024-aus,Race,2024-03-23 22:05:39-07:00,2024-03-23 22:09:10-07:00,10,1,Pit Lane,other,,45,48,noted|investigation|sanction_announced,sanction_announced,3,"[""INCIDENT INVOLVING CAR 10 (GAS) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT EXIT"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 10 (GAS) UNDER INVESTIGATION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT EXIT"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 10 (GAS) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT EXIT""]",algorithmic_pending_human_validation,False
referral-8e19478a8fa21474,2024-aus,Race,2024-03-23 22:37:47-07:00,2024-03-23 22:37:54-07:00,14|63,2,Turn 6,other,,58,58,noted|investigation,investigation,2,"[""TURN 6 INCIDENT INVOLVING CARS 14 (ALO) AND 63 (RUS) NOTED"", ""FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 14 (ALO) AND 63 (RUS) UNDER INVESTIGATION""]",algorithmic_pending_human_validation,False
referral-8ed77152ed04b6fe,2024-aut,Race,2024-06-30 06:06:31-07:00,2024-06-30 06:09:52-07:00,44|55,2,Turn 1,gaining_advantage_off_track,,3,6,noted|investigation|no_further_action,no_further_action,3,"[""TURN 1 INCIDENT INVOLVING CARS 44 (HAM) AND 55 (SAI) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 44 (HAM) AND 55 (SAI) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 44 (HAM) AND 55 (SAI) NO FURTHER ACTION - LEAVING THE TRACK AND GAINING AN ADVANTAGE""]",algorithmic_pending_human_validation,True
referral-45e3c4b3e620e11c,2024-aut,Race,2024-06-30 06:10:57-07:00,2024-06-30 06:10:57-07:00,11|81,2,Turn 4,forcing_off_track,,7,7,noted,noted,1,"[""TURN 4 INCIDENT INVOLVING CARS 11 (PER) AND 81 (PIA) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK""]",algorithmic_pending_human_validation,False
referral-ec71cc44d3a01f25,2024-aut,Race,2024-06-30 06:27:08-07:00,2024-06-30 06:30:06-07:00,14|24,2,Turn 3,causing_collision,,21,23,noted|investigation|sanction_announced,sanction_announced,3,"[""TURN 3 INCIDENT INVOLVING CARS 14 (ALO) AND 24 (ZHO) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 14 (ALO) AND 24 (ZHO) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 14 (ALO) - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-68af0db0a219d978,2024-aut,Race,2024-06-30 06:29:06-07:00,2024-06-30 06:31:15-07:00,44,1,Pit Lane,other,,23,24,noted|investigation|sanction_announced,sanction_announced,3,"[""INCIDENT INVOLVING CAR 44 (HAM) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT ENTRY"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 44 (HAM) UNDER INVESTIGATION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT ENTRY"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 44 (HAM) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT ENTRY""]",algorithmic_pending_human_validation,False
referral-4b8deb732c0ea11e,2024-aut,Race,2024-06-30 06:32:25-07:00,2024-06-30 06:43:16-07:00,1|4,2,,unsafe_release,,25,34,noted|investigation|no_further_action,no_further_action,3,"[""INCIDENT INVOLVING CARS 1 (VER) AND 4 (NOR) NOTED - UNSAFE RELEASE"", ""FIA STEWARDS: INCIDENT INVOLVING CARS 1 (VER) AND 4 (NOR) UNDER INVESTIGATION - UNSAFE RELEASE"", ""FIA STEWARDS: INCIDENT INVOLVING CARS 1 (VER) AND 4 (NOR) NO FURTHER ACTION - UNSAFE RELEASE""]",algorithmic_pending_human_validation,False
referral-76d3d117c74eca0b,2024-aut,Race,2024-06-30 06:38:58-07:00,2024-06-30 06:40:32-07:00,11,1,Pit Lane,other,,31,32,noted|investigation|sanction_announced,sanction_announced,3,"[""INCIDENT INVOLVING CAR 11 (PER) NOTED - SPEEDING IN THE PIT LANE"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 11 (PER) - SPEEDING IN THE PIT LANE""]",algorithmic_pending_human_validation,False
referral-afc360ecc98bce2c,2024-aut,Race,2024-06-30 06:50:37-07:00,2024-06-30 06:50:37-07:00,14|31,2,Turn 3,other,,41,41,noted,noted,1,"[""TURN 3 INCIDENT INVOLVING CARS 31 (OCO) AND 14 (ALO) NOTED""]",algorithmic_pending_human_validation,False
referral-ba402b3b3f012bf8,2024-aut,Race,2024-06-30 06:53:23-07:00,2024-06-30 06:56:18-07:00,23,1,Pit Lane,other,,43,46,noted|investigation|sanction_announced,sanction_announced,3,"[""INCIDENT INVOLVING CAR 23 (ALB) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT ENTRY"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) UNDER INVESTIGATION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT ENTRY"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 23 (ALB) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT ENTRY""]",algorithmic_pending_human_validation,False
referral-b6c71798ded9abd8,2024-aut,Race,2024-06-30 07:13:37-07:00,2024-06-30 07:18:23-07:00,4,1,,track_limits,,60,64,noted|investigation|sanction_announced,sanction_announced,3,"[""INCIDENT INVOLVING CAR 4 (NOR) NOTED - TRACK LIMITS"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 4 (NOR) UNDER INVESTIGATION - TRACK LIMITS"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 4 (NOR) - TRACK LIMITS""]",algorithmic_pending_human_validation,False
referral-2b2077507b58e645,2024-aut,Race,2024-06-30 07:18:34-07:00,2024-06-30 07:22:50-07:00,1|4,2,Turn 3,causing_collision,,64,68,noted|investigation|sanction_announced,sanction_announced,3,"[""TURN 3 INCIDENT INVOLVING CARS 4 (NOR) AND 1 (VER) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 4 (NOR) AND 1 (VER) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 1 (VER) - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-ea709ede9b41ff81,2024-aut,Sprint,2024-06-29 03:31:54-07:00,2024-06-29 03:31:54-07:00,14|27,2,Turn 3,forcing_off_track,,23,23,noted,noted,1,"[""TURN 3 INCIDENT INVOLVING CARS 27 (HUL) AND 14 (ALO) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK""]",algorithmic_pending_human_validation,True
referral-8606750ab5c2e36e,2024-aze,Race,2024-09-15 05:43:02-07:00,2024-09-15 05:43:09-07:00,11|55,2,Turn 2,causing_collision,,51,51,noted|post_session_investigation,post_session_investigation,2,"[""TURN 2 INCIDENT INVOLVING CARS 11 (PER) AND 55 (SAI) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 11 (PER) AND 55 (SAI) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION""]",algorithmic_pending_human_validation,True
referral-19d816eb7ae347f9,2024-aze,Race,2024-09-15 05:46:47-07:00,2024-09-15 05:46:58-07:00,27,1,,other,,51,51,noted|post_session_investigation,post_session_investigation,2,"[""INCIDENT INVOLVING CAR 27 (HUL) NOTED - VIRTUAL SAFETY CAR INFRINGEMENT"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 27 (HUL) WILL BE INVESTIGATED AFTER THE RACE - VIRTUAL SAFETY CAR INFRINGEMENT""]",algorithmic_pending_human_validation,False
referral-142f49094e65909c,2024-aze,Race,2024-09-15 05:47:38-07:00,2024-09-15 05:47:49-07:00,1,1,,other,,51,51,noted|post_session_investigation,post_session_investigation,2,"[""INCIDENT INVOLVING CAR 1 (VER) NOTED - VIRTUAL SAFETY CAR INFRINGEMENT"", ""FIA STEWARDS: INCIDENT INVOLVING CAR 1 (VER) WILL BE INVESTIGATED AFTER THE RACE - VIRTUAL SAFETY CAR INFRINGEMENT""]",algorithmic_pending_human_validation,False
referral-1fb9541146c2e8e1,2024-aze,Race,2024-09-15 05:49:10-07:00,2024-09-15 05:49:10-07:00,,0,Pit Lane,other,,51,51,noted,noted,1,"[""INCIDENT INVOLVING MCLAREN NOTED - PIT LANE INFRINGEMENT""]",algorithmic_pending_human_validation,False
