source_message_index,event_id,session_type,message_timestamp,message_lap,message,process_status,car_numbers,car_count,location,incident_lap_explicit,incident_family
415,2018-bhr,Race,2018-04-08 08:36:33-07:00,12.0,INCIDENT INVOLVING CARS 11 (PER) AND 28 (HAR) UNDER INVESTIGATION - FAILURE TO MAINTAIN ORDER ON THE FORMATION LAP,investigation,11|28,2,,,other
416,2018-bhr,Race,2018-04-08 08:38:19-07:00,12.0,INCIDENT INVOLVING CARS 11 (PER) AND 28 (HAR) WILL BE INVESTIGATED AFTER THE RACE,post_session_investigation,11|28,2,,,other
430,2018-bhr,Race,2018-04-08 09:16:12-07:00,39.0,INCIDENT INVOLVING CAR 7 (RAI) WILL BE INVESTIGATED AFTER THE RACE - UNSAFE RELEASE,post_session_investigation,7,1,,,unsafe_release
502,2018-bra,Race,2018-11-11 10:08:50-08:00,45.0,TURN 1 INCIDENT INVOLVING CARS 31 (OCO) AND 33 (VER) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,31|33,2,Turn 1,,causing_collision
519,2018-bra,Race,2018-11-11 10:22:44-08:00,57.0,10 SECOND STOP/GO PENALTY FOR CAR 31 (OCO) - CAUSING A COLLISION,sanction_announced,31,1,,,causing_collision
526,2018-bra,Race,2018-11-11 10:30:15-08:00,63.0,INCIDENT INVOLVING CAR 14 (ALO) UNDER INVESTIGATION - IGNORING BLUE FLAGS,investigation,14,1,,,blue_flags
528,2018-bra,Race,2018-11-11 10:30:37-08:00,63.0,INCIDENT INVOLVING CAR 2 (VAN) UNDER INVESTIGATION - IGNORING BLUE FLAGS,investigation,2,1,,,blue_flags
553,2018-bra,Race,2018-11-11 10:37:25-08:00,69.0,5 SECOND TIME PENALTY FOR CAR 14 (ALO) - IGNORING BLUE FLAGS,sanction_announced,14,1,,,blue_flags
566,2018-can,Race,2018-06-10 11:22:01-07:00,5.0,TURN 6 INCIDENT INVOLVING CARS 18 (STR) AND 28 (HAR) UNDER INVESTIGATION,investigation,18|28,2,Turn 6,,other
567,2018-can,Race,2018-06-10 11:22:27-07:00,6.0,TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 55 (SAI) NOTED,noted,11|55,2,Turn 1,,other
568,2018-can,Race,2018-06-10 11:23:27-07:00,6.0,TURN 6 INCIDENT INVOLVING CARS 18 (STR) AND 28 (HAR) - NO FURTHER ACTION,no_further_action,18|28,2,Turn 6,,other
570,2018-can,Race,2018-06-10 11:23:59-07:00,7.0,TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 55 (SAI) UNDER INVESTIGATION,investigation,11|55,2,Turn 1,,other
571,2018-can,Race,2018-06-10 11:30:53-07:00,12.0,TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 55 (SAI) - NO FURTHER ACTION,no_further_action,11|55,2,Turn 1,,other
609,2018-can,Race,2018-06-10 12:19:24-07:00,51.0,TURN 13 INCIDENT INVOLVING CARS 8 (GRO) AND 31 (OCO) NOTED,noted,8|31,2,Turn 13,,other
612,2018-can,Race,2018-06-10 12:21:28-07:00,52.0,TURN 13 INCIDENT INVOLVING CARS 8 (GRO) AND 31 (OCO) - NO INVESTIGATION NECESSARY,no_investigation,8|31,2,Turn 13,,other
678,2018-chn,Race,2018-04-15 00:06:19-07:00,32.0,TURN 14 INCIDENT INVOLVING CARS 10 (GAS) AND 28 (HAR) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,10|28,2,Turn 14,,causing_collision
683,2018-chn,Race,2018-04-15 00:15:46-07:00,36.0,10 SECOND TIME PENALTY FOR CAR 10 (GAS) - CAUSING A COLLISION,sanction_announced,10,1,,,causing_collision
689,2018-chn,Race,2018-04-15 00:29:39-07:00,44.0,TURN 14 INCIDENT INVOLVING CARS 5 (VET) AND 33 (VER) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,5|33,2,Turn 14,,causing_collision
690,2018-chn,Race,2018-04-15 00:32:21-07:00,46.0,10 SECOND TIME PENALTY FOR CAR 33 (VER) - CAUSING A COLLISION,sanction_announced,33,1,,,causing_collision
691,2018-chn,Race,2018-04-15 00:48:32-07:00,56.0,TURN 3 INCIDENT INVOLVING CARS 5 (VET) AND 14 (ALO) NOTED,noted,5|14,2,Turn 3,,other
